date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:48:44	16294/16294	---M--	200	added ('OK')	image/jpeg	etag:%22135219e0-3fa6-5b24084c66725%22	http://page-flip.info/jquery_newspaper_flipbook/pages/2_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/2_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:45	13722/13722	---M--	200	added ('OK')	image/jpeg	etag:%22135219e2-359a-5b24084f0e222%22	http://page-flip.info/jquery_newspaper_flipbook/pages/3_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/3_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:47	17752/17752	---M--	200	added ('OK')	image/jpeg	etag:%22135219e4-4558-5b24085227587%22	http://page-flip.info/jquery_newspaper_flipbook/pages/4_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/4_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:48	14955/14955	---M--	200	added ('OK')	image/jpeg	etag:%22135219e6-3a6b-5b24085432c85%22	http://page-flip.info/jquery_newspaper_flipbook/pages/5_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/5_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:51	16895/16895	---M--	200	added ('OK')	image/jpeg	etag:%22135219ea-41ff-5b2408564f4f3%22	http://page-flip.info/jquery_newspaper_flipbook/pages/6_7_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/6_7_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:52	21390/21390	---M--	200	added ('OK')	image/jpeg	etag:%22135219f0-538e-5b24085d260a3%22	http://page-flip.info/jquery_newspaper_flipbook/pages/8_9_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/8_9_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:53	13873/13873	---M--	200	added ('OK')	image/jpeg	etag:%22135219d9-3631-5b240844c3dbd%22	http://page-flip.info/jquery_newspaper_flipbook/pages/10_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/10_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:55	14984/14984	---M--	200	added ('OK')	image/jpeg	etag:%22135219db-3a88-5b24084723092%22	http://page-flip.info/jquery_newspaper_flipbook/pages/11_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/11_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:57	15727/15727	---M--	200	added ('OK')	image/jpeg	etag:%22135219dd-3d6f-5b240849d2c78%22	http://page-flip.info/jquery_newspaper_flipbook/pages/12_.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/12_.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:48:58	273200/273200	---M--	200	added ('OK')	application/javascript	etag:%22135219c9-42b30-5b240837e8d8a%22	http://page-flip.info/jquery_newspaper_flipbook/js/jquery.js	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/js/jquery.js	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:49:21	134482/134482	---M--	200	added ('OK')	image/jpeg	etag:%22135219d8-20d52-5b24084478e85%22	http://page-flip.info/jquery_newspaper_flipbook/pages/10.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/10.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area-html.html)
02:49:24	176552/176552	---M--	200	added ('OK')	image/jpeg	etag:%22135219e3-2b1a8-5b240851d6c77%22	http://page-flip.info/jquery_newspaper_flipbook/pages/4.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/4.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area-html.html)
02:49:24	171063/171063	---M--	200	added ('OK')	image/jpeg	etag:%22135219e5-29c37-5b240855437cc%22	http://page-flip.info/jquery_newspaper_flipbook/pages/5.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/5.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area-html.html)
02:49:45	513649/513649	---M--	200	added ('OK')	application/javascript	etag:%22135219ce-7d671-5b24083de456c%22	http://page-flip.info/jquery_newspaper_flipbook/js/pdf.js	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/js/pdf.js	(from http://page-flip.info/jquery_newspaper_flipbook/full-area.html)
02:49:45	152040/152040	---M--	200	added ('OK')	image/jpeg	etag:%22135219da-251e8-5b240846d527b%22	http://page-flip.info/jquery_newspaper_flipbook/pages/11.jpg	C:/Users/User/Downloads/Documents/flipping/page-flip.info/jquery_newspaper_flipbook/pages/11.jpg	(from http://page-flip.info/jquery_newspaper_flipbook/full-area-html.html)
